gestational_age_(weeks)	race	measure	3rd_percentile	5th_percentile	10th_percentile	50th_percentile	90th_percentile	95th_percentile	97th_percentile
37.86	Hispanic	Abdominal Circ.	300.99	305.49	312.56	338.83	367.31	375.81	381.43
38.0	Hispanic	Abdominal Circ.	301.91	306.44	313.56	340.0	368.68	377.24	382.91
38.14	Hispanic	Abdominal Circ.	302.82	307.39	314.55	341.17	370.05	378.67	384.37
38.29	Hispanic	Abdominal Circ.	303.73	308.32	315.53	342.33	371.41	380.09	385.84
38.43	Hispanic	Abdominal Circ.	304.62	309.25	316.5	343.48	372.76	381.51	387.3
38.57	Hispanic	Abdominal Circ.	305.51	310.16	317.47	344.63	374.11	382.92	388.75
38.71	Hispanic	Abdominal Circ.	306.39	311.07	318.42	345.77	375.46	384.33	390.21
38.86	Hispanic	Abdominal Circ.	307.26	311.97	319.37	346.9	376.81	385.74	391.66
39.0	Hispanic	Abdominal Circ.	308.12	312.87	320.31	348.03	378.15	387.15	393.11
39.14	Hispanic	Abdominal Circ.	308.98	313.75	321.25	349.16	379.49	388.56	394.56
39.29	Hispanic	Abdominal Circ.	309.82	314.63	322.17	350.27	380.83	389.96	396.01
39.43	Hispanic	Abdominal Circ.	310.66	315.49	323.09	351.39	382.16	391.37	397.46
39.57	Hispanic	Abdominal Circ.	311.48	316.35	324.01	352.5	383.5	392.78	398.92
39.71	Hispanic	Abdominal Circ.	312.3	317.21	324.91	353.61	384.84	394.19	400.38
39.86	Hispanic	Abdominal Circ.	313.11	318.05	325.81	354.71	386.19	395.6	401.84
40.0	Hispanic	Abdominal Circ.	313.91	318.88	326.7	355.82	387.53	397.03	403.32
40.14	Hispanic	Abdominal Circ.	314.7	319.71	327.58	356.92	388.88	398.45	404.8
40.29	Hispanic	Abdominal Circ.	315.48	320.52	328.45	358.01	390.24	399.89	406.29
40.43	Hispanic	Abdominal Circ.	316.24	321.33	329.32	359.11	391.6	401.34	407.79
40.57	Hispanic	Abdominal Circ.	317.0	322.12	330.17	360.21	392.98	402.8	409.3
40.71	Hispanic	Abdominal Circ.	317.74	322.9	331.02	361.3	394.36	404.27	410.84
40.86	Hispanic	Abdominal Circ.	318.47	323.68	331.86	362.4	395.75	405.75	412.39
41.0	Hispanic	Abdominal Circ.	319.19	324.43	332.68	363.5	397.16	407.26	413.96
41.14	Hispanic	Abdominal Circ.	319.89	325.18	333.5	364.59	398.58	408.78	415.55
41.29	Hispanic	Abdominal Circ.	320.57	325.91	334.3	365.69	400.02	410.33	417.17
41.43	Hispanic	Abdominal Circ.	321.23	326.62	335.1	366.79	401.48	411.9	418.81
41.57	Hispanic	Abdominal Circ.	321.88	327.32	335.88	367.89	402.96	413.5	420.49
41.71	Hispanic	Abdominal Circ.	322.5	328.0	336.64	369.0	404.47	415.13	422.2
41.86	Hispanic	Abdominal Circ.	323.11	328.66	337.4	370.11	405.99	416.79	423.95
42.0	Hispanic	Abdominal Circ.	323.69	329.3	338.13	371.22	407.55	418.48	425.74
10.0	Hispanic	Biparietal Diameter	10.19	10.41	10.75	12.04	13.49	13.93	14.22
10.14	Hispanic	Biparietal Diameter	10.59	10.81	11.16	12.5	13.99	14.45	14.75
10.29	Hispanic	Biparietal Diameter	10.99	11.22	11.58	12.96	14.5	14.97	15.28
10.43	Hispanic	Biparietal Diameter	11.39	11.63	12.01	13.43	15.02	15.5	15.82
10.57	Hispanic	Biparietal Diameter	11.81	12.05	12.44	13.9	15.54	16.04	16.37
10.71	Hispanic	Biparietal Diameter	12.23	12.48	12.88	14.39	16.07	16.58	16.93
10.86	Hispanic	Biparietal Diameter	12.65	12.91	13.32	14.87	16.61	17.13	17.49
11.0	Hispanic	Biparietal Diameter	13.08	13.35	13.77	15.37	17.15	17.69	18.05
11.14	Hispanic	Biparietal Diameter	13.52	13.79	14.23	15.87	17.69	18.25	18.62
11.29	Hispanic	Biparietal Diameter	13.96	14.24	14.68	16.37	18.25	18.82	19.2
11.43	Hispanic	Biparietal Diameter	14.4	14.69	15.15	16.88	18.8	19.39	19.78
11.57	Hispanic	Biparietal Diameter	14.85	15.14	15.61	17.39	19.36	19.96	20.36
11.71	Hispanic	Biparietal Diameter	15.3	15.6	16.08	17.9	19.92	20.54	20.95
11.86	Hispanic	Biparietal Diameter	15.75	16.07	16.56	18.42	20.49	21.12	21.54
12.0	Hispanic	Biparietal Diameter	16.21	16.53	17.03	18.94	21.06	21.7	22.13
12.14	Hispanic	Biparietal Diameter	16.67	17.0	17.51	19.46	21.63	22.28	22.72
12.29	Hispanic	Biparietal Diameter	17.13	17.47	17.99	19.99	22.2	22.87	23.32
12.43	Hispanic	Biparietal Diameter	17.6	17.94	18.48	20.51	22.77	23.46	23.91
12.57	Hispanic	Biparietal Diameter	18.06	18.41	18.96	21.04	23.35	24.05	24.51
12.71	Hispanic	Biparietal Diameter	18.53	18.88	19.45	21.57	23.92	24.63	25.11
12.86	Hispanic	Biparietal Diameter	19.0	19.36	19.93	22.1	24.5	25.22	25.7
13.0	Hispanic	Biparietal Diameter	19.46	19.84	20.42	22.63	25.07	25.81	26.3
13.14	Hispanic	Biparietal Diameter	19.93	20.31	20.91	23.15	25.64	26.4	26.9
13.29	Hispanic	Biparietal Diameter	20.4	20.79	21.4	23.68	26.22	26.98	27.49
13.43	Hispanic	Biparietal Diameter	20.87	21.26	21.88	24.21	26.79	27.57	28.08
13.57	Hispanic	Biparietal Diameter	21.34	21.74	22.37	24.74	27.36	28.15	28.67
13.71	Hispanic	Biparietal Diameter	21.81	22.22	22.85	25.26	27.92	28.73	29.26
13.86	Hispanic	Biparietal Diameter	22.28	22.69	23.34	25.79	28.49	29.3	29.85
14.0	Hispanic	Biparietal Diameter	22.74	23.16	23.82	26.31	29.05	29.88	30.43
14.14	Hispanic	Biparietal Diameter	23.21	23.63	24.31	26.83	29.61	30.45	31.01
14.29	Hispanic	Biparietal Diameter	23.67	24.1	24.79	27.34	30.17	31.02	31.58
14.43	Hispanic	Biparietal Diameter	24.13	24.57	25.26	27.86	30.72	31.58	32.16
14.57	Hispanic	Biparietal Diameter	24.6	25.04	25.74	28.37	31.27	32.14	32.72
14.71	Hispanic	Biparietal Diameter	25.05	25.5	26.21	28.88	31.82	32.7	33.29
14.86	Hispanic	Biparietal Diameter	25.51	25.97	26.69	29.39	32.36	33.25	33.85
15.0	Hispanic	Biparietal Diameter	25.96	26.43	27.16	29.89	32.9	33.8	34.4
15.14	Hispanic	Biparietal Diameter	26.42	26.88	27.62	30.39	33.43	34.35	34.95
15.29	Hispanic	Biparietal Diameter	26.87	27.34	28.09	30.88	33.96	34.89	35.5
15.43	Hispanic	Biparietal Diameter	27.31	27.79	28.55	31.38	34.49	35.42	36.04
15.57	Hispanic	Biparietal Diameter	27.76	28.24	29.01	31.87	35.01	35.95	36.58
15.71	Hispanic	Biparietal Diameter	28.2	28.69	29.46	32.35	35.52	36.48	37.11
15.86	Hispanic	Biparietal Diameter	28.64	29.14	29.91	32.83	36.04	37.0	37.64
16.0	Hispanic	Biparietal Diameter	29.08	29.58	30.36	33.31	36.55	37.52	38.16
16.14	Hispanic	Biparietal Diameter	29.51	30.02	30.81	33.79	37.05	38.03	38.68
16.29	Hispanic	Biparietal Diameter	29.94	30.45	31.26	34.26	37.55	38.54	39.2
16.43	Hispanic	Biparietal Diameter	30.37	30.89	31.7	34.73	38.05	39.04	39.71
16.57	Hispanic	Biparietal Diameter	30.8	31.32	32.14	35.19	38.54	39.54	40.21
16.71	Hispanic	Biparietal Diameter	31.23	31.75	32.57	35.66	39.03	40.04	40.71
16.86	Hispanic	Biparietal Diameter	31.65	32.18	33.01	36.11	39.51	40.53	41.21
17.0	Hispanic	Biparietal Diameter	32.07	32.6	33.44	36.57	39.99	41.02	41.7
17.14	Hispanic	Biparietal Diameter	32.49	33.02	33.87	37.02	40.47	41.51	42.19
17.29	Hispanic	Biparietal Diameter	32.9	33.45	34.3	37.47	40.95	41.99	42.68
17.43	Hispanic	Biparietal Diameter	33.32	33.87	34.72	37.92	41.42	42.47	43.16
17.57	Hispanic	Biparietal Diameter	33.73	34.28	35.15	38.37	41.89	42.95	43.64
17.71	Hispanic	Biparietal Diameter	34.15	34.7	35.57	38.82	42.36	43.42	44.12
17.86	Hispanic	Biparietal Diameter	34.56	35.12	35.99	39.26	42.82	43.89	44.6
18.0	Hispanic	Biparietal Diameter	34.97	35.53	36.41	39.7	43.29	44.36	45.07
18.14	Hispanic	Biparietal Diameter	35.38	35.95	36.83	40.14	43.75	44.83	45.55
18.29	Hispanic	Biparietal Diameter	35.79	36.36	37.25	40.58	44.21	45.3	46.02
18.43	Hispanic	Biparietal Diameter	36.2	36.77	37.67	41.02	44.67	45.77	46.49
18.57	Hispanic	Biparietal Diameter	36.61	37.19	38.09	41.46	45.13	46.23	46.96
18.71	Hispanic	Biparietal Diameter	37.02	37.6	38.51	41.91	45.6	46.7	47.43
18.86	Hispanic	Biparietal Diameter	37.44	38.02	38.94	42.35	46.06	47.17	47.9
19.0	Hispanic	Biparietal Diameter	37.85	38.44	39.36	42.79	46.52	47.64	48.38
19.14	Hispanic	Biparietal Diameter	38.27	38.86	39.78	43.24	46.99	48.11	48.85
19.29	Hispanic	Biparietal Diameter	38.68	39.28	40.21	43.68	47.45	48.58	49.32
19.43	Hispanic	Biparietal Diameter	39.1	39.7	40.64	44.13	47.91	49.05	49.8
19.57	Hispanic	Biparietal Diameter	39.52	40.12	41.06	44.57	48.38	49.52	50.27
19.71	Hispanic	Biparietal Diameter	39.94	40.54	41.49	45.02	48.85	49.99	50.74
19.86	Hispanic	Biparietal Diameter	40.36	40.97	41.92	45.47	49.31	50.46	51.22
20.0	Hispanic	Biparietal Diameter	40.78	41.39	42.35	45.91	49.78	50.93	51.69
20.14	Hispanic	Biparietal Diameter	41.2	41.81	42.78	46.36	50.24	51.4	52.17
20.29	Hispanic	Biparietal Diameter	41.62	42.24	43.21	46.81	50.71	51.88	52.65
20.43	Hispanic	Biparietal Diameter	42.04	42.67	43.64	47.26	51.18	52.35	53.12
20.57	Hispanic	Biparietal Diameter	42.47	43.09	44.07	47.71	51.65	52.82	53.6
20.71	Hispanic	Biparietal Diameter	42.89	43.52	44.5	48.16	52.11	53.29	54.07
20.86	Hispanic	Biparietal Diameter	43.32	43.95	44.94	48.61	52.58	53.77	54.55
21.0	Hispanic	Biparietal Diameter	43.74	44.37	45.37	49.06	53.05	54.24	55.02
21.14	Hispanic	Biparietal Diameter	44.16	44.8	45.8	49.51	53.52	54.71	55.5
21.29	Hispanic	Biparietal Diameter	44.59	45.23	46.23	49.96	53.98	55.18	55.98
21.43	Hispanic	Biparietal Diameter	45.02	45.66	46.67	50.41	54.45	55.66	56.45
21.57	Hispanic	Biparietal Diameter	45.44	46.09	47.1	50.86	54.92	56.13	56.93
21.71	Hispanic	Biparietal Diameter	45.87	46.52	47.53	51.31	55.39	56.6	57.4
21.86	Hispanic	Biparietal Diameter	46.29	46.94	47.97	51.76	55.85	57.07	57.87
22.0	Hispanic	Biparietal Diameter	46.72	47.37	48.4	52.21	56.32	57.54	58.35
22.14	Hispanic	Biparietal Diameter	47.14	47.8	48.83	52.66	56.78	58.01	58.82
22.29	Hispanic	Biparietal Diameter	47.57	48.23	49.27	53.11	57.25	58.48	59.29
22.43	Hispanic	Biparietal Diameter	47.99	48.66	49.7	53.56	57.71	58.95	59.77
22.57	Hispanic	Biparietal Diameter	48.42	49.09	50.13	54.01	58.18	59.42	60.24
22.71	Hispanic	Biparietal Diameter	48.84	49.51	50.57	54.45	58.64	59.89	60.71
22.86	Hispanic	Biparietal Diameter	49.27	49.94	51.0	54.9	59.11	60.35	61.18
23.0	Hispanic	Biparietal Diameter	49.69	50.37	51.43	55.35	59.57	60.82	61.65
23.14	Hispanic	Biparietal Diameter	50.12	50.8	51.86	55.8	60.03	61.29	62.12
23.29	Hispanic	Biparietal Diameter	50.54	51.22	52.29	56.24	60.49	61.75	62.59
23.43	Hispanic	Biparietal Diameter	50.96	51.65	52.72	56.69	60.95	62.22	63.05
23.57	Hispanic	Biparietal Diameter	51.38	52.07	53.15	57.13	61.41	62.68	63.52
23.71	Hispanic	Biparietal Diameter	51.81	52.5	53.58	57.57	61.87	63.14	63.98
23.86	Hispanic	Biparietal Diameter	52.23	52.92	54.01	58.02	62.33	63.6	64.45
24.0	Hispanic	Biparietal Diameter	52.65	53.34	54.43	58.46	62.78	64.06	64.91
24.14	Hispanic	Biparietal Diameter	53.07	53.76	54.86	58.9	63.24	64.52	65.37
24.29	Hispanic	Biparietal Diameter	53.48	54.19	55.28	59.34	63.69	64.98	65.83
24.43	Hispanic	Biparietal Diameter	53.9	54.61	55.71	59.78	64.14	65.44	66.29
24.57	Hispanic	Biparietal Diameter	54.32	55.03	56.13	60.22	64.6	65.9	66.75
24.71	Hispanic	Biparietal Diameter	54.73	55.44	56.55	60.65	65.05	66.35	67.21
24.86	Hispanic	Biparietal Diameter	55.15	55.86	56.98	61.09	65.5	66.8	67.67
25.0	Hispanic	Biparietal Diameter	55.56	56.28	57.4	61.52	65.95	67.26	68.12
25.14	Hispanic	Biparietal Diameter	55.97	56.69	57.81	61.96	66.39	67.71	68.58
25.29	Hispanic	Biparietal Diameter	56.38	57.1	58.23	62.39	66.84	68.16	69.03
25.43	Hispanic	Biparietal Diameter	56.79	57.52	58.65	62.82	67.28	68.61	69.48
25.57	Hispanic	Biparietal Diameter	57.2	57.93	59.06	63.25	67.73	69.05	69.93
25.71	Hispanic	Biparietal Diameter	57.61	58.34	59.48	63.67	68.17	69.5	70.38
25.86	Hispanic	Biparietal Diameter	58.02	58.75	59.89	64.1	68.61	69.94	70.82
26.0	Hispanic	Biparietal Diameter	58.42	59.15	60.3	64.52	69.04	70.38	71.27
26.14	Hispanic	Biparietal Diameter	58.82	59.56	60.71	64.95	69.48	70.82	71.71
26.29	Hispanic	Biparietal Diameter	59.22	59.96	61.12	65.37	69.92	71.26	72.15
26.43	Hispanic	Biparietal Diameter	59.62	60.37	61.52	65.79	70.35	71.7	72.59
26.57	Hispanic	Biparietal Diameter	60.02	60.77	61.93	66.21	70.78	72.14	73.03
26.71	Hispanic	Biparietal Diameter	60.42	61.16	62.33	66.62	71.21	72.57	73.46
26.86	Hispanic	Biparietal Diameter	60.81	61.56	62.73	67.04	71.64	73.0	73.9
27.0	Hispanic	Biparietal Diameter	61.21	61.96	63.13	67.45	72.07	73.43	74.33
27.14	Hispanic	Biparietal Diameter	61.6	62.35	63.53	67.86	72.49	73.86	74.76
27.29	Hispanic	Biparietal Diameter	61.99	62.74	63.92	68.27	72.91	74.29	75.19
27.43	Hispanic	Biparietal Diameter	62.38	63.13	64.32	68.68	73.33	74.71	75.62
27.57	Hispanic	Biparietal Diameter	62.76	63.52	64.71	69.08	73.75	75.13	76.04
27.71	Hispanic	Biparietal Diameter	63.15	63.91	65.1	69.49	74.17	75.55	76.47
27.86	Hispanic	Biparietal Diameter	63.53	64.29	65.49	69.89	74.59	75.97	76.89
28.0	Hispanic	Biparietal Diameter	63.91	64.68	65.88	70.29	75.0	76.39	77.31
28.14	Hispanic	Biparietal Diameter	64.29	65.06	66.26	70.69	75.41	76.8	77.72
28.29	Hispanic	Biparietal Diameter	64.66	65.43	66.64	71.08	75.82	77.22	78.14
28.43	Hispanic	Biparietal Diameter	65.04	65.81	67.02	71.48	76.22	77.63	78.55
28.57	Hispanic	Biparietal Diameter	65.41	66.18	67.4	71.87	76.63	78.04	78.96
28.71	Hispanic	Biparietal Diameter	65.78	66.56	67.78	72.26	77.03	78.44	79.37
28.86	Hispanic	Biparietal Diameter	66.14	66.93	68.15	72.64	77.43	78.85	79.78
29.0	Hispanic	Biparietal Diameter	66.51	67.29	68.52	73.03	77.83	79.25	80.18
29.14	Hispanic	Biparietal Diameter	66.87	67.66	68.89	73.41	78.23	79.65	80.59
29.29	Hispanic	Biparietal Diameter	67.23	68.02	69.26	73.79	78.62	80.05	80.99
29.43	Hispanic	Biparietal Diameter	67.59	68.38	69.62	74.17	79.01	80.44	81.38
29.57	Hispanic	Biparietal Diameter	67.95	68.74	69.98	74.54	79.4	80.83	81.78
29.71	Hispanic	Biparietal Diameter	68.3	69.1	70.34	74.91	79.78	81.22	82.17
29.86	Hispanic	Biparietal Diameter	68.65	69.45	70.7	75.28	80.17	81.61	82.56
30.0	Hispanic	Biparietal Diameter	69.0	69.8	71.05	75.65	80.55	81.99	82.95
30.14	Hispanic	Biparietal Diameter	69.34	70.14	71.4	76.01	80.93	82.37	83.33
30.29	Hispanic	Biparietal Diameter	69.68	70.49	71.75	76.37	81.3	82.75	83.71
30.43	Hispanic	Biparietal Diameter	70.02	70.83	72.09	76.73	81.67	83.13	84.09
30.57	Hispanic	Biparietal Diameter	70.35	71.17	72.43	77.09	82.04	83.5	84.46
30.71	Hispanic	Biparietal Diameter	70.69	71.5	72.77	77.44	82.4	83.87	84.84
30.86	Hispanic	Biparietal Diameter	71.02	71.83	73.11	77.79	82.77	84.24	85.2
31.0	Hispanic	Biparietal Diameter	71.34	72.16	73.44	78.13	83.13	84.6	85.57
31.14	Hispanic	Biparietal Diameter	71.66	72.48	73.77	78.47	83.48	84.96	85.93
31.29	Hispanic	Biparietal Diameter	71.98	72.81	74.09	78.81	83.83	85.31	86.29
31.43	Hispanic	Biparietal Diameter	72.3	73.12	74.41	79.15	84.18	85.67	86.64
31.57	Hispanic	Biparietal Diameter	72.61	73.44	74.73	79.48	84.53	86.01	86.99
31.71	Hispanic	Biparietal Diameter	72.92	73.75	75.04	79.8	84.87	86.36	87.34
31.86	Hispanic	Biparietal Diameter	73.22	74.05	75.35	80.13	85.2	86.7	87.69
32.0	Hispanic	Biparietal Diameter	73.52	74.36	75.66	80.45	85.54	87.04	88.03
32.14	Hispanic	Biparietal Diameter	73.82	74.66	75.96	80.76	85.87	87.37	88.36
32.29	Hispanic	Biparietal Diameter	74.11	74.95	76.26	81.07	86.19	87.7	88.69
32.43	Hispanic	Biparietal Diameter	74.4	75.24	76.56	81.38	86.51	88.02	89.02
32.57	Hispanic	Biparietal Diameter	74.68	75.53	76.85	81.69	86.83	88.34	89.34
32.71	Hispanic	Biparietal Diameter	74.96	75.81	77.13	81.98	87.14	88.66	89.66
32.86	Hispanic	Biparietal Diameter	75.24	76.09	77.41	82.28	87.45	88.97	89.98
33.0	Hispanic	Biparietal Diameter	75.51	76.36	77.69	82.57	87.75	89.28	90.29
33.14	Hispanic	Biparietal Diameter	75.78	76.63	77.97	82.86	88.05	89.58	90.59
33.29	Hispanic	Biparietal Diameter	76.04	76.9	78.23	83.14	88.35	89.88	90.89
33.43	Hispanic	Biparietal Diameter	76.3	77.16	78.5	83.41	88.64	90.18	91.19
33.57	Hispanic	Biparietal Diameter	76.55	77.41	78.76	83.69	88.92	90.47	91.48
33.71	Hispanic	Biparietal Diameter	76.8	77.67	79.01	83.95	89.2	90.75	91.77
33.86	Hispanic	Biparietal Diameter	77.05	77.91	79.26	84.22	89.48	91.03	92.05
34.0	Hispanic	Biparietal Diameter	77.29	78.16	79.51	84.47	89.75	91.3	92.33
34.14	Hispanic	Biparietal Diameter	77.52	78.39	79.75	84.73	90.01	91.57	92.6
34.29	Hispanic	Biparietal Diameter	77.75	78.63	79.99	84.97	90.27	91.84	92.86
34.43	Hispanic	Biparietal Diameter	77.98	78.85	80.22	85.22	90.53	92.09	93.13
34.57	Hispanic	Biparietal Diameter	78.2	79.08	80.44	85.45	90.78	92.35	93.38
34.71	Hispanic	Biparietal Diameter	78.42	79.29	80.66	85.69	91.02	92.6	93.63
34.86	Hispanic	Biparietal Diameter	78.63	79.51	80.88	85.91	91.26	92.84	93.88
35.0	Hispanic	Biparietal Diameter	78.83	79.71	81.09	86.14	91.5	93.08	94.12
35.14	Hispanic	Biparietal Diameter	79.03	79.92	81.3	86.36	91.73	93.31	94.35
35.29	Hispanic	Biparietal Diameter	79.23	80.12	81.5	86.57	91.95	93.54	94.59
35.43	Hispanic	Biparietal Diameter	79.43	80.31	81.7	86.78	92.18	93.77	94.81
35.57	Hispanic	Biparietal Diameter	79.61	80.5	81.89	86.98	92.39	93.99	95.04
35.71	Hispanic	Biparietal Diameter	79.8	80.69	82.08	87.19	92.61	94.2	95.25
35.86	Hispanic	Biparietal Diameter	79.98	80.87	82.27	87.38	92.82	94.42	95.47
36.0	Hispanic	Biparietal Diameter	80.16	81.05	82.45	87.58	93.02	94.62	95.68
36.14	Hispanic	Biparietal Diameter	80.33	81.23	82.63	87.77	93.22	94.83	95.89
36.29	Hispanic	Biparietal Diameter	80.5	81.4	82.81	87.95	93.42	95.03	96.09
36.43	Hispanic	Biparietal Diameter	80.67	81.57	82.98	88.14	93.62	95.23	96.3
36.57	Hispanic	Biparietal Diameter	80.84	81.74	83.15	88.32	93.81	95.43	96.49
36.71	Hispanic	Biparietal Diameter	81.0	81.9	83.32	88.5	94.0	95.62	96.69
36.86	Hispanic	Biparietal Diameter	81.16	82.06	83.48	88.67	94.19	95.81	96.88
37.0	Hispanic	Biparietal Diameter	81.31	82.22	83.64	88.84	94.37	96.0	97.07
37.14	Hispanic	Biparietal Diameter	81.47	82.38	83.8	89.02	94.55	96.19	97.26
37.29	Hispanic	Biparietal Diameter	81.62	82.53	83.96	89.18	94.73	96.37	97.45
37.43	Hispanic	Biparietal Diameter	81.77	82.69	84.11	89.35	94.91	96.55	97.63
37.57	Hispanic	Biparietal Diameter	81.92	82.84	84.27	89.51	95.09	96.73	97.81
37.71	Hispanic	Biparietal Diameter	82.07	82.99	84.42	89.68	95.26	96.91	97.99
37.86	Hispanic	Biparietal Diameter	82.21	83.13	84.57	89.84	95.44	97.09	98.17
38.0	Hispanic	Biparietal Diameter	82.36	83.28	84.72	90.0	95.61	97.26	98.35
38.14	Hispanic	Biparietal Diameter	82.5	83.42	84.87	90.16	95.78	97.44	98.53
38.29	Hispanic	Biparietal Diameter	82.64	83.57	85.01	90.32	95.95	97.61	98.71
38.43	Hispanic	Biparietal Diameter	82.78	83.71	85.16	90.48	96.12	97.79	98.89
38.57	Hispanic	Biparietal Diameter	82.92	83.85	85.31	90.63	96.29	97.96	99.06
38.71	Hispanic	Biparietal Diameter	83.06	83.99	85.45	90.79	96.47	98.14	99.24
38.86	Hispanic	Biparietal Diameter	83.2	84.14	85.6	90.95	96.64	98.31	99.42
39.0	Hispanic	Biparietal Diameter	83.34	84.28	85.74	91.11	96.81	98.49	99.59
39.14	Hispanic	Biparietal Diameter	83.48	84.42	85.88	91.26	96.98	98.66	99.77
39.29	Hispanic	Biparietal Diameter	83.62	84.56	86.03	91.42	97.15	98.84	99.95
39.43	Hispanic	Biparietal Diameter	83.75	84.7	86.17	91.58	97.33	99.02	100.14
39.57	Hispanic	Biparietal Diameter	83.89	84.84	86.32	91.74	97.5	99.2	100.32
39.71	Hispanic	Biparietal Diameter	84.03	84.98	86.46	91.9	97.68	99.38	100.51
39.86	Hispanic	Biparietal Diameter	84.17	85.12	86.61	92.06	97.86	99.57	100.7
40.0	Hispanic	Biparietal Diameter	84.31	85.26	86.75	92.23	98.04	99.76	100.89
40.14	Hispanic	Biparietal Diameter	84.44	85.4	86.9	92.39	98.23	99.95	101.09
40.29	Hispanic	Biparietal Diameter	84.58	85.54	87.05	92.56	98.42	100.15	101.29
40.43	Hispanic	Biparietal Diameter	84.72	85.68	87.19	92.73	98.62	100.35	101.49
40.57	Hispanic	Biparietal Diameter	84.86	85.83	87.34	92.9	98.81	100.56	101.71
40.71	Hispanic	Biparietal Diameter	84.99	85.97	87.49	93.07	99.02	100.77	101.92
40.86	Hispanic	Biparietal Diameter	85.13	86.11	87.64	93.25	99.23	100.99	102.15
41.0	Hispanic	Biparietal Diameter	85.27	86.25	87.79	93.43	99.44	101.21	102.38
41.14	Hispanic	Biparietal Diameter	85.4	86.39	87.94	93.62	99.66	101.45	102.62
41.29	Hispanic	Biparietal Diameter	85.53	86.53	88.09	93.8	99.89	101.69	102.87
41.43	Hispanic	Biparietal Diameter	85.67	86.67	88.24	93.99	100.13	101.94	103.13
41.57	Hispanic	Biparietal Diameter	85.8	86.81	88.39	94.19	100.37	102.19	103.4
41.71	Hispanic	Biparietal Diameter	85.93	86.95	88.54	94.39	100.62	102.46	103.68
41.86	Hispanic	Biparietal Diameter	86.06	87.08	88.69	94.59	100.88	102.74	103.97
42.0	Hispanic	Biparietal Diameter	86.18	87.22	88.84	94.8	101.16	103.04	104.27
10.0	Hispanic	Femur Length	1.66	1.74	1.86	2.37	3.01	3.22	3.37
10.14	Hispanic	Femur Length	1.81	1.89	2.02	2.57	3.26	3.49	3.65
10.29	Hispanic	Femur Length	1.97	2.05	2.2	2.78	3.53	3.77	3.94
10.43	Hispanic	Femur Length	2.13	2.23	2.38	3.01	3.81	4.07	4.25
10.57	Hispanic	Femur Length	2.31	2.41	2.58	3.25	4.1	4.38	4.57
10.71	Hispanic	Femur Length	2.49	2.6	2.78	3.5	4.41	4.71	4.92
10.86	Hispanic	Femur Length	2.69	2.81	2.99	3.77	4.74	5.06	5.27
11.0	Hispanic	Femur Length	2.9	3.02	3.22	4.04	5.08	5.41	5.65
11.14	Hispanic	Femur Length	3.11	3.24	3.46	4.33	5.43	5.79	6.03
11.29	Hispanic	Femur Length	3.34	3.48	3.71	4.64	5.8	6.18	6.44
11.43	Hispanic	Femur Length	3.57	3.72	3.96	4.95	6.18	6.58	6.86
11.57	Hispanic	Femur Length	3.82	3.98	4.23	5.28	6.58	7.0	7.29
11.71	Hispanic	Femur Length	4.07	4.24	4.51	5.62	6.99	7.44	7.74
11.86	Hispanic	Femur Length	4.34	4.52	4.8	5.97	7.41	7.88	8.2
12.0	Hispanic	Femur Length	4.62	4.8	5.1	6.33	7.85	8.34	8.68
12.14	Hispanic	Femur Length	4.9	5.1	5.42	6.7	8.3	8.82	9.17
12.29	Hispanic	Femur Length	5.2	5.4	5.74	7.09	8.76	9.3	9.67
12.43	Hispanic	Femur Length	5.5	5.72	6.07	7.49	9.23	9.8	10.19
12.57	Hispanic	Femur Length	5.81	6.04	6.41	7.89	9.72	10.31	10.71
12.71	Hispanic	Femur Length	6.14	6.37	6.76	8.31	10.21	10.83	11.25
12.86	Hispanic	Femur Length	6.47	6.71	7.12	8.73	10.72	11.36	11.8
13.0	Hispanic	Femur Length	6.8	7.06	7.48	9.17	11.23	11.9	12.35
13.14	Hispanic	Femur Length	7.15	7.42	7.86	9.61	11.75	12.45	12.92
13.29	Hispanic	Femur Length	7.5	7.78	8.24	10.06	12.28	13.0	13.49
13.43	Hispanic	Femur Length	7.86	8.16	8.63	10.52	12.82	13.56	14.06
13.57	Hispanic	Femur Length	8.23	8.53	9.02	10.98	13.36	14.13	14.65
13.71	Hispanic	Femur Length	8.6	8.92	9.42	11.45	13.91	14.7	15.24
13.86	Hispanic	Femur Length	8.98	9.31	9.83	11.92	14.46	15.28	15.83
14.0	Hispanic	Femur Length	9.36	9.7	10.24	12.4	15.02	15.86	16.42
14.14	Hispanic	Femur Length	9.75	10.1	10.66	12.88	15.58	16.44	17.02
14.29	Hispanic	Femur Length	10.15	10.5	11.08	13.37	16.14	17.02	17.62
14.43	Hispanic	Femur Length	10.54	10.91	11.5	13.86	16.7	17.61	18.22
14.57	Hispanic	Femur Length	10.94	11.32	11.93	14.35	17.26	18.19	18.82
14.71	Hispanic	Femur Length	11.34	11.73	12.36	14.84	17.82	18.77	19.42
14.86	Hispanic	Femur Length	11.75	12.15	12.79	15.33	18.39	19.36	20.02
15.0	Hispanic	Femur Length	12.16	12.56	13.22	15.83	18.95	19.94	20.61
15.14	Hispanic	Femur Length	12.56	12.98	13.66	16.32	19.51	20.52	21.2
15.29	Hispanic	Femur Length	12.97	13.4	14.09	16.81	20.06	21.09	21.79
