gestational_age_(weeks)	race	measure	3rd_percentile	5th_percentile	10th_percentile	50th_percentile	90th_percentile	95th_percentile	97th_percentile
29.86	Non-Hispanic Black	Biparietal Diameter	68.42	69.21	70.45	75.01	79.86	81.3	82.24
30.0	Non-Hispanic Black	Biparietal Diameter	68.76	69.55	70.8	75.37	80.24	81.68	82.63
30.14	Non-Hispanic Black	Biparietal Diameter	69.09	69.89	71.14	75.73	80.62	82.06	83.01
30.29	Non-Hispanic Black	Biparietal Diameter	69.42	70.22	71.48	76.09	80.99	82.44	83.39
30.43	Non-Hispanic Black	Biparietal Diameter	69.75	70.55	71.81	76.44	81.36	82.82	83.77
30.57	Non-Hispanic Black	Biparietal Diameter	70.07	70.88	72.14	76.79	81.73	83.19	84.15
30.71	Non-Hispanic Black	Biparietal Diameter	70.39	71.2	72.47	77.13	82.09	83.56	84.52
30.86	Non-Hispanic Black	Biparietal Diameter	70.71	71.53	72.8	77.48	82.45	83.92	84.89
31.0	Non-Hispanic Black	Biparietal Diameter	71.03	71.84	73.12	77.82	82.81	84.28	85.25
31.14	Non-Hispanic Black	Biparietal Diameter	71.34	72.16	73.44	78.15	83.16	84.64	85.61
31.29	Non-Hispanic Black	Biparietal Diameter	71.65	72.47	73.76	78.48	83.51	84.99	85.97
31.43	Non-Hispanic Black	Biparietal Diameter	71.95	72.78	74.07	78.81	83.86	85.34	86.33
31.57	Non-Hispanic Black	Biparietal Diameter	72.25	73.08	74.38	79.14	84.2	85.69	86.67
31.71	Non-Hispanic Black	Biparietal Diameter	72.55	73.38	74.68	79.46	84.53	86.03	87.02
31.86	Non-Hispanic Black	Biparietal Diameter	72.84	73.68	74.98	79.77	84.87	86.37	87.36
32.0	Non-Hispanic Black	Biparietal Diameter	73.13	73.97	75.28	80.09	85.2	86.7	87.7
32.14	Non-Hispanic Black	Biparietal Diameter	73.42	74.26	75.57	80.39	85.52	87.03	88.03
32.29	Non-Hispanic Black	Biparietal Diameter	73.7	74.55	75.86	80.7	85.84	87.36	88.36
32.43	Non-Hispanic Black	Biparietal Diameter	73.98	74.83	76.15	81.0	86.16	87.68	88.68
32.57	Non-Hispanic Black	Biparietal Diameter	74.26	75.1	76.43	81.29	86.47	87.99	89.0
32.71	Non-Hispanic Black	Biparietal Diameter	74.52	75.38	76.7	81.58	86.77	88.3	89.31
32.86	Non-Hispanic Black	Biparietal Diameter	74.79	75.64	76.98	81.87	87.07	88.61	89.62
33.0	Non-Hispanic Black	Biparietal Diameter	75.05	75.91	77.24	82.15	87.37	88.91	89.92
33.14	Non-Hispanic Black	Biparietal Diameter	75.31	76.16	77.51	82.43	87.66	89.2	90.22
33.29	Non-Hispanic Black	Biparietal Diameter	75.56	76.42	77.76	82.7	87.94	89.49	90.51
33.43	Non-Hispanic Black	Biparietal Diameter	75.8	76.67	78.01	82.96	88.22	89.77	90.8
33.57	Non-Hispanic Black	Biparietal Diameter	76.05	76.91	78.26	83.22	88.5	90.05	91.08
33.71	Non-Hispanic Black	Biparietal Diameter	76.28	77.15	78.5	83.48	88.76	90.32	91.35
33.86	Non-Hispanic Black	Biparietal Diameter	76.51	77.38	78.74	83.73	89.03	90.59	91.62
34.0	Non-Hispanic Black	Biparietal Diameter	76.74	77.61	78.97	83.97	89.28	90.85	91.88
34.14	Non-Hispanic Black	Biparietal Diameter	76.96	77.84	79.2	84.21	89.54	91.11	92.14
34.29	Non-Hispanic Black	Biparietal Diameter	77.18	78.05	79.42	84.44	89.78	91.35	92.39
34.43	Non-Hispanic Black	Biparietal Diameter	77.39	78.27	79.64	84.67	90.02	91.6	92.64
34.57	Non-Hispanic Black	Biparietal Diameter	77.59	78.47	79.85	84.89	90.25	91.83	92.87
34.71	Non-Hispanic Black	Biparietal Diameter	77.79	78.68	80.05	85.11	90.48	92.06	93.11
34.86	Non-Hispanic Black	Biparietal Diameter	77.99	78.87	80.25	85.32	90.7	92.29	93.34
35.0	Non-Hispanic Black	Biparietal Diameter	78.18	79.07	80.45	85.52	90.92	92.51	93.56
35.14	Non-Hispanic Black	Biparietal Diameter	78.37	79.25	80.64	85.73	91.13	92.73	93.78
35.29	Non-Hispanic Black	Biparietal Diameter	78.55	79.44	80.83	85.92	91.34	92.94	93.99
35.43	Non-Hispanic Black	Biparietal Diameter	78.73	79.62	81.01	86.12	91.54	93.14	94.2
35.57	Non-Hispanic Black	Biparietal Diameter	78.9	79.8	81.19	86.3	91.74	93.34	94.4
35.71	Non-Hispanic Black	Biparietal Diameter	79.07	79.97	81.36	86.49	91.94	93.54	94.6
35.86	Non-Hispanic Black	Biparietal Diameter	79.24	80.14	81.54	86.67	92.13	93.74	94.8
36.0	Non-Hispanic Black	Biparietal Diameter	79.4	80.3	81.7	86.85	92.31	93.93	94.99
36.14	Non-Hispanic Black	Biparietal Diameter	79.56	80.46	81.87	87.02	92.5	94.11	95.17
36.29	Non-Hispanic Black	Biparietal Diameter	79.72	80.62	82.03	87.19	92.68	94.29	95.36
36.43	Non-Hispanic Black	Biparietal Diameter	79.87	80.78	82.19	87.36	92.85	94.47	95.54
36.57	Non-Hispanic Black	Biparietal Diameter	80.03	80.93	82.34	87.52	93.03	94.65	95.72
36.71	Non-Hispanic Black	Biparietal Diameter	80.17	81.08	82.49	87.68	93.2	94.82	95.9
36.86	Non-Hispanic Black	Biparietal Diameter	80.32	81.23	82.64	87.84	93.37	95.0	96.07
37.0	Non-Hispanic Black	Biparietal Diameter	80.46	81.37	82.79	88.0	93.53	95.17	96.24
37.14	Non-Hispanic Black	Biparietal Diameter	80.61	81.52	82.94	88.15	93.7	95.33	96.41
37.29	Non-Hispanic Black	Biparietal Diameter	80.75	81.66	83.08	88.31	93.86	95.5	96.58
37.43	Non-Hispanic Black	Biparietal Diameter	80.89	81.8	83.23	88.46	94.02	95.66	96.74
37.57	Non-Hispanic Black	Biparietal Diameter	81.02	81.94	83.37	88.61	94.18	95.82	96.91
37.71	Non-Hispanic Black	Biparietal Diameter	81.16	82.08	83.51	88.76	94.34	95.99	97.07
37.86	Non-Hispanic Black	Biparietal Diameter	81.29	82.21	83.65	88.91	94.5	96.15	97.23
38.0	Non-Hispanic Black	Biparietal Diameter	81.43	82.35	83.78	89.05	94.66	96.31	97.39
38.14	Non-Hispanic Black	Biparietal Diameter	81.56	82.48	83.92	89.2	94.81	96.47	97.56
38.29	Non-Hispanic Black	Biparietal Diameter	81.69	82.62	84.06	89.35	94.97	96.63	97.72
38.43	Non-Hispanic Black	Biparietal Diameter	81.83	82.75	84.19	89.49	95.13	96.79	97.88
38.57	Non-Hispanic Black	Biparietal Diameter	81.96	82.88	84.33	89.64	95.28	96.95	98.04
38.71	Non-Hispanic Black	Biparietal Diameter	82.09	83.02	84.47	89.79	95.44	97.11	98.21
38.86	Non-Hispanic Black	Biparietal Diameter	82.22	83.15	84.6	89.93	95.6	97.27	98.37
39.0	Non-Hispanic Black	Biparietal Diameter	82.35	83.28	84.74	90.08	95.76	97.43	98.54
39.14	Non-Hispanic Black	Biparietal Diameter	82.48	83.42	84.88	90.23	95.92	97.6	98.71
39.29	Non-Hispanic Black	Biparietal Diameter	82.62	83.55	85.02	90.38	96.09	97.77	98.88
39.43	Non-Hispanic Black	Biparietal Diameter	82.75	83.69	85.15	90.53	96.25	97.94	99.05
39.57	Non-Hispanic Black	Biparietal Diameter	82.88	83.82	85.29	90.69	96.42	98.11	99.23
39.71	Non-Hispanic Black	Biparietal Diameter	83.02	83.96	85.43	90.84	96.6	98.29	99.41
39.86	Non-Hispanic Black	Biparietal Diameter	83.15	84.1	85.58	91.0	96.77	98.47	99.59
40.0	Non-Hispanic Black	Biparietal Diameter	83.28	84.23	85.72	91.16	96.95	98.66	99.78
40.14	Non-Hispanic Black	Biparietal Diameter	83.42	84.37	85.86	91.32	97.14	98.85	99.98
40.29	Non-Hispanic Black	Biparietal Diameter	83.56	84.51	86.01	91.49	97.32	99.05	100.18
40.43	Non-Hispanic Black	Biparietal Diameter	83.69	84.65	86.15	91.66	97.52	99.25	100.39
40.57	Non-Hispanic Black	Biparietal Diameter	83.83	84.79	86.3	91.83	97.72	99.46	100.6
40.71	Non-Hispanic Black	Biparietal Diameter	83.96	84.93	86.45	92.01	97.93	99.67	100.82
40.86	Non-Hispanic Black	Biparietal Diameter	84.1	85.08	86.6	92.19	98.14	99.9	101.05
41.0	Non-Hispanic Black	Biparietal Diameter	84.24	85.22	86.75	92.37	98.36	100.13	101.29
41.14	Non-Hispanic Black	Biparietal Diameter	84.37	85.36	86.9	92.56	98.59	100.37	101.54
41.29	Non-Hispanic Black	Biparietal Diameter	84.51	85.5	87.05	92.75	98.83	100.62	101.8
41.43	Non-Hispanic Black	Biparietal Diameter	84.65	85.65	87.21	92.95	99.07	100.88	102.07
41.57	Non-Hispanic Black	Biparietal Diameter	84.78	85.79	87.36	93.16	99.33	101.15	102.36
41.71	Non-Hispanic Black	Biparietal Diameter	84.92	85.93	87.52	93.36	99.6	101.44	102.65
41.86	Non-Hispanic Black	Biparietal Diameter	85.05	86.07	87.68	93.58	99.88	101.74	102.97
42.0	Non-Hispanic Black	Biparietal Diameter	85.18	86.22	87.84	93.8	100.17	102.05	103.29
10.0	Non-Hispanic Black	Femur Length	1.72	1.8	1.92	2.43	3.08	3.29	3.44
10.14	Non-Hispanic Black	Femur Length	1.88	1.96	2.1	2.65	3.35	3.58	3.74
10.29	Non-Hispanic Black	Femur Length	2.05	2.14	2.28	2.88	3.64	3.88	4.05
10.43	Non-Hispanic Black	Femur Length	2.23	2.33	2.48	3.13	3.94	4.2	4.39
10.57	Non-Hispanic Black	Femur Length	2.42	2.52	2.69	3.39	4.26	4.54	4.74
10.71	Non-Hispanic Black	Femur Length	2.62	2.73	2.92	3.66	4.59	4.9	5.11
10.86	Non-Hispanic Black	Femur Length	2.83	2.95	3.15	3.95	4.94	5.27	5.49
11.0	Non-Hispanic Black	Femur Length	3.06	3.19	3.4	4.25	5.31	5.66	5.9
11.14	Non-Hispanic Black	Femur Length	3.29	3.43	3.65	4.56	5.69	6.06	6.32
11.29	Non-Hispanic Black	Femur Length	3.54	3.68	3.92	4.89	6.09	6.49	6.76
11.43	Non-Hispanic Black	Femur Length	3.8	3.95	4.2	5.23	6.51	6.93	7.21
11.57	Non-Hispanic Black	Femur Length	4.06	4.23	4.5	5.59	6.94	7.38	7.68
11.71	Non-Hispanic Black	Femur Length	4.34	4.52	4.8	5.95	7.38	7.85	8.17
11.86	Non-Hispanic Black	Femur Length	4.63	4.82	5.12	6.34	7.84	8.33	8.67
12.0	Non-Hispanic Black	Femur Length	4.93	5.13	5.44	6.73	8.32	8.83	9.18
12.14	Non-Hispanic Black	Femur Length	5.24	5.45	5.78	7.13	8.8	9.34	9.71
12.29	Non-Hispanic Black	Femur Length	5.56	5.78	6.13	7.55	9.3	9.87	10.26
12.43	Non-Hispanic Black	Femur Length	5.89	6.12	6.49	7.98	9.81	10.41	10.81
12.57	Non-Hispanic Black	Femur Length	6.23	6.47	6.85	8.42	10.33	10.95	11.38
12.71	Non-Hispanic Black	Femur Length	6.57	6.82	7.23	8.86	10.87	11.51	11.95
12.86	Non-Hispanic Black	Femur Length	6.93	7.19	7.62	9.32	11.41	12.08	12.54
13.0	Non-Hispanic Black	Femur Length	7.29	7.57	8.01	9.79	11.96	12.66	13.13
13.14	Non-Hispanic Black	Femur Length	7.66	7.95	8.41	10.26	12.51	13.24	13.73
13.29	Non-Hispanic Black	Femur Length	8.04	8.34	8.82	10.74	13.08	13.83	14.34
13.43	Non-Hispanic Black	Femur Length	8.42	8.73	9.23	11.22	13.65	14.43	14.96
13.57	Non-Hispanic Black	Femur Length	8.81	9.13	9.65	11.72	14.22	15.03	15.57
13.71	Non-Hispanic Black	Femur Length	9.21	9.54	10.08	12.21	14.8	15.63	16.2
13.86	Non-Hispanic Black	Femur Length	9.61	9.95	10.5	12.71	15.38	16.24	16.82
14.0	Non-Hispanic Black	Femur Length	10.01	10.37	10.94	13.22	15.97	16.85	17.44
14.14	Non-Hispanic Black	Femur Length	10.42	10.79	11.37	13.72	16.55	17.46	18.07
14.29	Non-Hispanic Black	Femur Length	10.83	11.21	11.81	14.23	17.14	18.06	18.69
14.43	Non-Hispanic Black	Femur Length	11.24	11.63	12.26	14.74	17.72	18.67	19.32
14.57	Non-Hispanic Black	Femur Length	11.66	12.06	12.7	15.25	18.3	19.28	19.94
14.71	Non-Hispanic Black	Femur Length	12.07	12.48	13.14	15.75	18.88	19.88	20.55
14.86	Non-Hispanic Black	Femur Length	12.49	12.91	13.59	16.26	19.46	20.48	21.17
15.0	Non-Hispanic Black	Femur Length	12.91	13.34	14.03	16.77	20.03	21.07	21.77
15.14	Non-Hispanic Black	Femur Length	13.33	13.77	14.48	17.27	20.6	21.66	22.38
15.29	Non-Hispanic Black	Femur Length	13.75	14.2	14.92	17.77	21.17	22.24	22.97
15.43	Non-Hispanic Black	Femur Length	14.16	14.62	15.36	18.27	21.73	22.82	23.56
15.57	Non-Hispanic Black	Femur Length	14.58	15.05	15.8	18.76	22.28	23.39	24.14
15.71	Non-Hispanic Black	Femur Length	14.99	15.47	16.24	19.25	22.83	23.95	24.72
15.86	Non-Hispanic Black	Femur Length	15.41	15.89	16.67	19.74	23.37	24.51	25.28
16.0	Non-Hispanic Black	Femur Length	15.82	16.31	17.1	20.22	23.9	25.06	25.84
16.14	Non-Hispanic Black	Femur Length	16.23	16.73	17.53	20.69	24.42	25.6	26.39
16.29	Non-Hispanic Black	Femur Length	16.63	17.14	17.96	21.17	24.94	26.13	26.93
16.43	Non-Hispanic Black	Femur Length	17.04	17.55	18.38	21.63	25.45	26.65	27.46
16.57	Non-Hispanic Black	Femur Length	17.44	17.96	18.8	22.09	25.96	27.17	27.99
16.71	Non-Hispanic Black	Femur Length	17.84	18.37	19.22	22.55	26.45	27.68	28.5
16.86	Non-Hispanic Black	Femur Length	18.23	18.77	19.63	23.0	26.94	28.18	29.01
17.0	Non-Hispanic Black	Femur Length	18.63	19.17	20.04	23.44	27.42	28.67	29.51
17.14	Non-Hispanic Black	Femur Length	19.02	19.57	20.45	23.89	27.9	29.15	30.0
17.29	Non-Hispanic Black	Femur Length	19.41	19.96	20.85	24.32	28.37	29.63	30.48
17.43	Non-Hispanic Black	Femur Length	19.79	20.36	21.26	24.75	28.83	30.1	30.96
17.57	Non-Hispanic Black	Femur Length	20.18	20.75	21.66	25.18	29.28	30.56	31.43
17.71	Non-Hispanic Black	Femur Length	20.56	21.14	22.05	25.61	29.74	31.02	31.89
17.86	Non-Hispanic Black	Femur Length	20.95	21.53	22.45	26.03	30.18	31.48	32.35
18.0	Non-Hispanic Black	Femur Length	21.33	21.91	22.84	26.45	30.63	31.93	32.8
18.14	Non-Hispanic Black	Femur Length	21.71	22.3	23.24	26.87	31.07	32.37	33.25
18.29	Non-Hispanic Black	Femur Length	22.09	22.69	23.63	27.28	31.5	32.81	33.69
18.43	Non-Hispanic Black	Femur Length	22.48	23.07	24.02	27.7	31.94	33.25	34.14
18.57	Non-Hispanic Black	Femur Length	22.86	23.46	24.42	28.12	32.37	33.69	34.58
18.71	Non-Hispanic Black	Femur Length	23.24	23.85	24.81	28.53	32.81	34.13	35.02
18.86	Non-Hispanic Black	Femur Length	23.63	24.24	25.21	28.95	33.24	34.57	35.46
19.0	Non-Hispanic Black	Femur Length	24.02	24.63	25.61	29.36	33.67	35.0	35.9
19.14	Non-Hispanic Black	Femur Length	24.41	25.02	26.0	29.78	34.1	35.44	36.33
19.29	Non-Hispanic Black	Femur Length	24.79	25.41	26.4	30.19	34.53	35.87	36.77
19.43	Non-Hispanic Black	Femur Length	25.18	25.81	26.8	30.61	34.96	36.3	37.2
19.57	Non-Hispanic Black	Femur Length	25.57	26.2	27.2	31.02	35.38	36.73	37.63
19.71	Non-Hispanic Black	Femur Length	25.96	26.59	27.59	31.43	35.81	37.16	38.06
19.86	Non-Hispanic Black	Femur Length	26.35	26.99	27.99	31.85	36.23	37.58	38.49
20.0	Non-Hispanic Black	Femur Length	26.75	27.38	28.39	32.26	36.65	38.0	38.91
20.14	Non-Hispanic Black	Femur Length	27.14	27.78	28.79	32.67	37.07	38.43	39.33
20.29	Non-Hispanic Black	Femur Length	27.53	28.17	29.19	33.08	37.49	38.84	39.75
20.43	Non-Hispanic Black	Femur Length	27.92	28.56	29.58	33.49	37.91	39.26	40.17
20.57	Non-Hispanic Black	Femur Length	28.31	28.96	29.98	33.89	38.32	39.68	40.58
20.71	Non-Hispanic Black	Femur Length	28.7	29.35	30.38	34.3	38.73	40.09	40.99
20.86	Non-Hispanic Black	Femur Length	29.09	29.74	30.77	34.71	39.14	40.5	41.4
21.0	Non-Hispanic Black	Femur Length	29.48	30.13	31.17	35.11	39.55	40.9	41.81
21.14	Non-Hispanic Black	Femur Length	29.87	30.53	31.56	35.51	39.95	41.31	42.22
21.29	Non-Hispanic Black	Femur Length	30.26	30.92	31.96	35.91	40.36	41.71	42.62
21.43	Non-Hispanic Black	Femur Length	30.65	31.31	32.35	36.31	40.76	42.11	43.02
21.57	Non-Hispanic Black	Femur Length	31.03	31.69	32.74	36.71	41.15	42.51	43.41
21.71	Non-Hispanic Black	Femur Length	31.42	32.08	33.13	37.1	41.55	42.9	43.81
21.86	Non-Hispanic Black	Femur Length	31.81	32.47	33.52	37.49	41.94	43.3	44.2
22.0	Non-Hispanic Black	Femur Length	32.19	32.86	33.91	37.89	42.33	43.69	44.59
22.14	Non-Hispanic Black	Femur Length	32.58	33.24	34.29	38.28	42.72	44.07	44.97
22.29	Non-Hispanic Black	Femur Length	32.96	33.62	34.68	38.66	43.11	44.46	45.36
22.43	Non-Hispanic Black	Femur Length	33.34	34.01	35.06	39.05	43.49	44.84	45.74
22.57	Non-Hispanic Black	Femur Length	33.72	34.39	35.44	39.43	43.87	45.22	46.11
22.71	Non-Hispanic Black	Femur Length	34.1	34.77	35.82	39.81	44.25	45.59	46.49
22.86	Non-Hispanic Black	Femur Length	34.47	35.14	36.2	40.19	44.63	45.97	46.86
23.0	Non-Hispanic Black	Femur Length	34.85	35.52	36.58	40.57	45.0	46.34	47.23
23.14	Non-Hispanic Black	Femur Length	35.22	35.9	36.95	40.95	45.37	46.71	47.6
23.29	Non-Hispanic Black	Femur Length	35.6	36.27	37.33	41.32	45.74	47.07	47.96
23.43	Non-Hispanic Black	Femur Length	35.97	36.64	37.7	41.69	46.1	47.44	48.32
23.57	Non-Hispanic Black	Femur Length	36.34	37.01	38.07	42.06	46.47	47.8	48.68
23.71	Non-Hispanic Black	Femur Length	36.7	37.38	38.44	42.43	46.83	48.16	49.04
23.86	Non-Hispanic Black	Femur Length	37.07	37.74	38.8	42.79	47.19	48.51	49.39
24.0	Non-Hispanic Black	Femur Length	37.43	38.11	39.17	43.15	47.54	48.87	49.75
24.14	Non-Hispanic Black	Femur Length	37.8	38.47	39.53	43.51	47.9	49.22	50.1
24.29	Non-Hispanic Black	Femur Length	38.16	38.83	39.89	43.87	48.25	49.57	50.44
24.43	Non-Hispanic Black	Femur Length	38.51	39.19	40.25	44.23	48.6	49.91	50.79
24.57	Non-Hispanic Black	Femur Length	38.87	39.54	40.61	44.58	48.94	50.26	51.13
24.71	Non-Hispanic Black	Femur Length	39.22	39.9	40.96	44.93	49.29	50.6	51.47
24.86	Non-Hispanic Black	Femur Length	39.58	40.25	41.31	45.28	49.63	50.94	51.81
25.0	Non-Hispanic Black	Femur Length	39.93	40.6	41.66	45.63	49.97	51.28	52.14
25.14	Non-Hispanic Black	Femur Length	40.28	40.95	42.01	45.97	50.31	51.62	52.48
25.29	Non-Hispanic Black	Femur Length	40.62	41.3	42.36	46.32	50.65	51.95	52.81
25.43	Non-Hispanic Black	Femur Length	40.97	41.64	42.7	46.66	50.98	52.28	53.14
25.57	Non-Hispanic Black	Femur Length	41.31	41.98	43.04	47.0	51.32	52.61	53.47
25.71	Non-Hispanic Black	Femur Length	41.65	42.32	43.38	47.34	51.65	52.94	53.8
25.86	Non-Hispanic Black	Femur Length	41.99	42.66	43.72	47.67	51.98	53.27	54.13
26.0	Non-Hispanic Black	Femur Length	42.32	43.0	44.06	48.0	52.31	53.6	54.45
26.14	Non-Hispanic Black	Femur Length	42.66	43.33	44.39	48.34	52.63	53.92	54.77
26.29	Non-Hispanic Black	Femur Length	42.99	43.66	44.72	48.67	52.96	54.24	55.09
26.43	Non-Hispanic Black	Femur Length	43.32	43.99	45.05	49.0	53.28	54.57	55.42
26.57	Non-Hispanic Black	Femur Length	43.65	44.32	45.38	49.32	53.61	54.89	55.73
26.71	Non-Hispanic Black	Femur Length	43.97	44.65	45.71	49.65	53.93	55.21	56.05
26.86	Non-Hispanic Black	Femur Length	44.3	44.97	46.03	49.97	54.25	55.53	56.37
27.0	Non-Hispanic Black	Femur Length	44.62	45.3	46.36	50.29	54.57	55.84	56.69
27.14	Non-Hispanic Black	Femur Length	44.94	45.62	46.68	50.62	54.89	56.16	57.0
27.29	Non-Hispanic Black	Femur Length	45.26	45.94	47.0	50.94	55.2	56.48	57.32
27.43	Non-Hispanic Black	Femur Length	45.58	46.26	47.32	51.26	55.52	56.79	57.64
27.57	Non-Hispanic Black	Femur Length	45.9	46.57	47.63	51.57	55.84	57.11	57.95
27.71	Non-Hispanic Black	Femur Length	46.21	46.89	47.95	51.89	56.15	57.42	58.26
27.86	Non-Hispanic Black	Femur Length	46.53	47.2	48.27	52.21	56.47	57.74	58.58
28.0	Non-Hispanic Black	Femur Length	46.84	47.52	48.58	52.52	56.78	58.05	58.89
28.14	Non-Hispanic Black	Femur Length	47.15	47.83	48.89	52.84	57.1	58.37	59.21
28.29	Non-Hispanic Black	Femur Length	47.46	48.14	49.2	53.15	57.41	58.68	59.52
28.43	Non-Hispanic Black	Femur Length	47.77	48.45	49.51	53.46	57.73	59.0	59.84
28.57	Non-Hispanic Black	Femur Length	48.07	48.75	49.82	53.78	58.04	59.32	60.16
28.71	Non-Hispanic Black	Femur Length	48.38	49.06	50.13	54.09	58.36	59.63	60.47
28.86	Non-Hispanic Black	Femur Length	48.69	49.37	50.44	54.4	58.68	59.95	60.79
29.0	Non-Hispanic Black	Femur Length	48.99	49.67	50.75	54.71	58.99	60.27	61.11
29.14	Non-Hispanic Black	Femur Length	49.29	49.98	51.05	55.03	59.31	60.58	61.42
29.29	Non-Hispanic Black	Femur Length	49.59	50.28	51.36	55.34	59.63	60.9	61.74
29.43	Non-Hispanic Black	Femur Length	49.9	50.58	51.66	55.65	59.94	61.22	62.06
29.57	Non-Hispanic Black	Femur Length	50.19	50.88	51.96	55.96	60.26	61.54	62.38
29.71	Non-Hispanic Black	Femur Length	50.49	51.18	52.26	56.27	60.57	61.85	62.7
29.86	Non-Hispanic Black	Femur Length	50.79	51.48	52.56	56.57	60.89	62.17	63.02
30.0	Non-Hispanic Black	Femur Length	51.08	51.78	52.86	56.88	61.21	62.49	63.34
30.14	Non-Hispanic Black	Femur Length	51.38	52.07	53.16	57.19	61.52	62.81	63.66
30.29	Non-Hispanic Black	Femur Length	51.67	52.37	53.46	57.49	61.84	63.13	63.98
30.43	Non-Hispanic Black	Femur Length	51.96	52.66	53.75	57.8	62.15	63.44	64.3
30.57	Non-Hispanic Black	Femur Length	52.25	52.95	54.05	58.1	62.47	63.76	64.62
30.71	Non-Hispanic Black	Femur Length	52.53	53.24	54.34	58.41	62.78	64.08	64.94
30.86	Non-Hispanic Black	Femur Length	52.82	53.52	54.63	58.71	63.09	64.39	65.25
31.0	Non-Hispanic Black	Femur Length	53.1	53.81	54.91	59.01	63.4	64.71	65.57
31.14	Non-Hispanic Black	Femur Length	53.38	54.09	55.2	59.31	63.72	65.02	65.89
31.29	Non-Hispanic Black	Femur Length	53.66	54.37	55.49	59.6	64.03	65.34	66.2
31.43	Non-Hispanic Black	Femur Length	53.94	54.65	55.77	59.9	64.33	65.65	66.52
31.57	Non-Hispanic Black	Femur Length	54.21	54.93	56.05	60.19	64.64	65.96	66.83
31.71	Non-Hispanic Black	Femur Length	54.48	55.2	56.33	60.49	64.95	66.27	67.15
31.86	Non-Hispanic Black	Femur Length	54.75	55.48	56.6	60.78	65.25	66.58	67.46
32.0	Non-Hispanic Black	Femur Length	55.02	55.75	56.88	61.07	65.56	66.89	67.77
32.14	Non-Hispanic Black	Femur Length	55.29	56.01	57.15	61.35	65.86	67.2	68.08
32.29	Non-Hispanic Black	Femur Length	55.55	56.28	57.42	61.64	66.16	67.5	68.39
32.43	Non-Hispanic Black	Femur Length	55.81	56.54	57.69	61.92	66.46	67.81	68.7
32.57	Non-Hispanic Black	Femur Length	56.07	56.81	57.96	62.2	66.76	68.11	69.0
32.71	Non-Hispanic Black	Femur Length	56.33	57.06	58.22	62.48	67.05	68.41	69.31
32.86	Non-Hispanic Black	Femur Length	56.58	57.32	58.48	62.76	67.35	68.71	69.61
33.0	Non-Hispanic Black	Femur Length	56.83	57.57	58.74	63.03	67.64	69.01	69.91
33.14	Non-Hispanic Black	Femur Length	57.08	57.83	58.99	63.3	67.93	69.3	70.21
33.29	Non-Hispanic Black	Femur Length	57.33	58.07	59.25	63.57	68.22	69.59	70.5
33.43	Non-Hispanic Black	Femur Length	57.57	58.32	59.5	63.84	68.5	69.88	70.79
33.57	Non-Hispanic Black	Femur Length	57.81	58.56	59.74	64.1	68.78	70.17	71.08
33.71	Non-Hispanic Black	Femur Length	58.05	58.8	59.99	64.37	69.06	70.45	71.37
33.86	Non-Hispanic Black	Femur Length	58.28	59.04	60.23	64.62	69.34	70.74	71.66
34.0	Non-Hispanic Black	Femur Length	58.51	59.28	60.47	64.88	69.61	71.01	71.94
34.14	Non-Hispanic Black	Femur Length	58.74	59.51	60.71	65.13	69.88	71.29	72.22
34.29	Non-Hispanic Black	Femur Length	58.97	59.74	60.94	65.38	70.15	71.56	72.5
34.43	Non-Hispanic Black	Femur Length	59.19	59.96	61.17	65.63	70.42	71.83	72.77
34.57	Non-Hispanic Black	Femur Length	59.41	60.18	61.4	65.87	70.68	72.1	73.04
34.71	Non-Hispanic Black	Femur Length	59.63	60.4	61.62	66.11	70.94	72.37	73.31
34.86	Non-Hispanic Black	Femur Length	59.84	60.62	61.84	66.35	71.19	72.63	73.58
35.0	Non-Hispanic Black	Femur Length	60.05	60.83	62.06	66.59	71.45	72.89	73.84
35.14	Non-Hispanic Black	Femur Length	60.26	61.04	62.28	66.82	71.7	73.14	74.1
35.29	Non-Hispanic Black	Femur Length	60.46	61.25	62.49	67.05	71.95	73.4	74.36
35.43	Non-Hispanic Black	Femur Length	60.67	61.46	62.7	67.28	72.19	73.65	74.61
35.57	Non-Hispanic Black	Femur Length	60.87	61.66	62.91	67.5	72.44	73.9	74.87
35.71	Non-Hispanic Black	Femur Length	61.07	61.86	63.11	67.73	72.68	74.15	75.12
35.86	Non-Hispanic Black	Femur Length	61.26	62.06	63.32	67.95	72.92	74.39	75.37
36.0	Non-Hispanic Black	Femur Length	61.46	62.26	63.52	68.17	73.16	74.64	75.61
36.14	Non-Hispanic Black	Femur Length	61.65	62.46	63.72	68.39	73.39	74.88	75.86
36.29	Non-Hispanic Black	Femur Length	61.84	62.65	63.92	68.6	73.63	75.12	76.1
36.43	Non-Hispanic Black	Femur Length	62.03	62.84	64.12	68.82	73.86	75.36	76.35
36.57	Non-Hispanic Black	Femur Length	62.22	63.03	64.31	69.03	74.09	75.6	76.59
